X,Y,OBJECTID,ID,EXTERNO,DIRECCION,LOCALIDAD,EQUIPO,NUMEROINTERSECCIONES_POREQUIPO,UBICACIONEQUIPO,FECHAINSTALACION,OPERACIONACTUAL,FUNCIONAMIENTO,IMPLEMENTACION,TIPOINTERSECCION,GRUPOSENALES,TOTALGRUPOSENALES,NUMEROFASES,GRUPOSVEHICULARES,GRUPOS_BRT,GRUPOSPEATONALES,GRUPOSSONOROS,GRUPOSCICLISTAS,CANTIDADCONTADORES,FUNCIONDETECTORES,ZONAAUTOMATICA
-74.06289994,4.63948428499998,2628,238,2014,AK 7 X AC 53,CHAPINERO,C900,DOBLE,SI,1980/01/13 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",11,21,3,"1,2,2A,4,7,13",N/A,"22,24,31,34,213",N/A,NO,0,"Conteo, Brechas",2810
-74.06362856,4.63968017600001,2629,249,2014,KR 9 X AC 53,CHAPINERO,NO,DOBLE,NO,1980/01/13 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",10,21,2,"2B,3,14,792B",N/A,"22B,33,214","722B,733,7214",NO,0,"Conteo, Brechas, Cola, Activación de sonoro",2810
-74.06390166,4.63261798899998,2630,251,2015,AK 7 X CL 46,CHAPINERO,C900,SENCILLA,SI,1980/10/13 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,2,"1,2,2A,4",N/A,"21,24",N/A,NO,0,N/A,2810
-74.0642189,4.63142987999998,2631,256,2016,AK 7 X AC 45,CHAPINERO,C900,SENCILLA,SI,1998/02/17 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,2,"1,2,2A,3",N/A,"22,23,33,391",N/A,NO,0,"Conteo, Brechas, Cola",2810
-74.06579894,4.62580627199998,2632,280,2017,AK 7 X DG 40A,SANTA FE,C900,SENCILLA,SI,1998/04/01 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",14,14,3,"1,2,2A,3,4,11,12,12A",N/A,"21,22,23,24,311,312",N/A,NO,0,N/A,2807
-74.06638806,4.62331337699999,2633,292,2018,AK 7 X CL 36,SANTA FE,C900,SENCILLA,SI,1993/08/30 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",8,8,2,"1,2,3",N/A,"22,23,31,33",N/A,41,0,N/A,2807
-74.06708444,4.62140516300002,2634,307,2019,AK 7 X CL 34,SANTA FE,C900,DOBLE,SI,1998/06/12 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,12,3,"1,3,12,94",N/A,"31,212,294",N/A,NO,0,"Conteo, Brechas, Fases por demanda vehicular",2807
-74.0678172,4.61975428800002,2635,1295,2019,AK 7 X CL 33,SANTA FE,NO,DOBLE,NO,2013/02/07 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",5,12,3,"2,11",N/A,22 (Exc),N/A,42.411,0,Brechas,2807
-74.06912782,4.61516764200002,2636,352,2020,AK 7 X CL 28,SANTA FE,C900,TRIPLE,SI,1993/08/30 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,14,3,"12,94,912",N/A,"212,294","7212, 7294",NO,0,Activación de sonoro,2807
-74.06948415,4.613983942,2637,357,2020,AK 10 Y KR 7 X CL 27,SANTA FE,NO,TRIPLE,NO,1993/08/30 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,EXCLUSIVA PEATONAL,4,14,2,"2,2A",N/A,"22,22A (Exc)",N/A,NO,0,N/A,2807
-74.06761128,4.62509890000001,2638,317,2060,KR 13 X CL 37,SANTA FE,C900,SENCILLA,SI,1993/09/09 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,4,2,"1,4",N/A,"21,24",N/A,NO,0,N/A,2807
-74.06814181,4.62197057700001,2639,325,2061,KR 13 X CL 34,SANTA FE,NO,DOBLE,NO,1998/01/05 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,12,2,"1,3",N/A,"21,23",722,NO,0,"Conteo, Brechas, Activación de sonoro",2807
-74.06842752,4.62028189900002,2640,332,2061,KR 13 X CL 33,SANTA FE,C900,DOBLE,SI,1998/01/05 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,12,2,"4,11,61",N/A,"24,34,211",N/A,NO,0,Brechas,2807
-74.0684832,4.61735485000003,2641,339,2062,AK 7 X CL 31,SANTA FE,C900,DOBLE,SI,1993/09/09 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,EXCLUSIVA PEATONAL,2,12,2,2,N/A,22,N/A,NO,0,N/A,2807
-74.06877551,4.61769222100003,2642,344,2062,AK 7 Y KR 13 X CL 32,SANTA FE,NO,DOBLE,NO,1993/09/09 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",10,12,2,"1,1A,4,93",N/A,"21,21A,24,293,31,34",N/A,NO,0,N/A,2807
-74.149234,4.65438499999999,2643,838,2063,AK 89 X CL 11,KENNEDY,C900,SENCILLA,SI,2023/08/14 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",8,8,2,"1,2",N/A,"21,22","721, 722 ( Desconectados)","41, 42",0,N/A,2437
-74.07257892,4.611327684,2644,427,2064,KR 13 X CL 24,SANTA FE,NO,DOBLE,NO,1993/12/06 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",5,9,3,"1,3",N/A,"21,23,31",N/A,NO,0,N/A,2708
-74.07324797,4.610495974,2645,442,2064,KR 13 X CL 23,SANTA FE,C900,DOBLE,SI,1993/12/06 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,9,2,"3A,11",N/A,"23A,211",N/A,NO,0,N/A,2708
-74.07379939,4.60981773100002,2646,455,2065,KR 13 X CL 22,SANTA FE,C900,DOBLE,SI,1995/04/10 00:00:00+00,PMT,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,10,3,"1,4A,8",N/A,"21,24A,31",N/A,NO,0,N/A,2708
-74.07467371,4.60878898599998,2647,478,2065,KR 13 X CL 20,SANTA FE,NO,DOBLE,NO,1995/04/10 00:00:00+00,PMT,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",3,10,3,"4,11,93",N/A,211,N/A,NO,0,N/A,2708
-74.147244,4.655821,2648,877,2066,AK 89 X CL 12,KENNEDY,C900,SENCILLA,SI,2024/04/10 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",11,11,4,"1,5,8,92,93",N/A,"28,292,31,392","728, 7392 (Desconectados)",NO,0,N/A,2437
-74.07531171,4.60799497300002,2649,485,2067,KR 13 X AC 19,SANTA FE,C900,SENCILLA,SI,1997/03/02 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,2,"1,3,4",N/A,"21,23,31,34",N/A,NO,0,N/A,2708
-74.07654146,4.60632585299999,2650,506,2068,KR 13 X CL 17,SANTA FE,C900,SENCILLA,SI,1994/12/05 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,4,2,"1,4",N/A,"21,24",N/A,NO,0,N/A,2708
-74.12767213,4.63809601200001,2651,1762,2069,CL 11 X TV 71 B,KENNEDY,C900,SENCILLA,SI,2022/09/12 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",17,17,4,"2, 3, 4, 93",N/A,"22, 23, 24, 33, 34","722, 723, 724, 733, 734  Desconectados","43, 44",0,N/A,2418
-74.07830303,4.60243311699998,2652,521,2070,KR 12 X AV JIMÉNEZ (CL 13),SANTA FE,NO,DOBLE,NO,1993/03/09 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,EXCLUSIVA PEATONAL,5,8,2,7,"3B,4B","23,24 (Exc)",N/A,NO,0,N/A,2708
-74.07894893,4.60316339000002,2653,530,2070,KR 13 X AV JIMÉNEZ (CL 13),SANTA FE,C900,DOBLE,SI,1993/03/09 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,EXCLUSIVA PEATONAL,3,8,2,"5,91",N/A,21 (Exc),N/A,NO,0,N/A,2708
-74.12353763,4.63572096600001,2654,1275,2071,KR 68D X CL 11,KENNEDY,C900,SENCILLA,SI,2022/09/12 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",23,23,4,"1,2,2A,3,4,7,91,792,793",N/A," 21, 22, 23, 24, 22A, 32, 34","721,722,723,724,722A,732,734 DESCONECTADOS",NO,0,Activación de sonoro,2418
-74.1229282,4.63745115400002,2655,1370,2072,KR 68D X CL 12A,KENNEDY,C900,SENCILLA,SI,2022/09/12 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",8,8,2,"1, 2",N/A,"21, 22","721, 722","41, 42",0,Activación de sonoro,2418
-74.06463748,4.649588838,2656,261,2074,AK 14 X AC 63,BARRIOS UNIDOS,C900,SENCILLA,SI,1997/04/09 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,2,3,"1B,2B","22,23,31",N/A,NO,0,"Conteo, Brechas",1913
-74.06508037,4.64711706000003,2657,270,2075,AK 14 X CL 60,TEUSAQUILLO,C900,SENCILLA,SI,1986/05/12 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,2,4,"1B,2B","21,24,32",N/A,NO,0,"Conteo, Brechas",2809
-74.07749264,4.60698562099998,2658,518,2090,AK 14 X CL 17,SANTA FE,ACTROS,SENCILLA,SI,1995/03/23 00:00:00+00,PMT,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,2,"1A,2A,4","1B,2B","21,24,32",N/A,NO,0,N/A,2708
-74.07870389,4.60525109600002,2659,526,2091,AK 14 X CL 15,SANTA FE,ACTROS,SENCILLA,SI,1995/01/31 00:00:00+00,PMT,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL",11,11,2,"1A,2A,3","1B,2B","21,22,23,31,32,33",N/A,NO,0,N/A,2708
-74.07985932,4.60365922699998,2660,535,2092,AK 14 X AC 13,SANTA FE,ACTROS,SENCILLA,SI,2001/01/15 00:00:00+00,PMT,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",22,22,4,"1A,2A,3A,4A,61A,64A","1B,2B,3B,4B,5B,7B,91B,,94B","21,22,23,24,31,32,33,34",N/A,NO,0,"Conteo, Brechas, Fases por demanda, Cola - Siguiente Intersección",2708
-74.08103012,4.60201377999999,2661,543,2093,AK 14 X CL 11,SANTA FE,ACTROS,SENCILLA,SI,1995/04/05 00:00:00+00,PMT,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,2,"1A,2A,94","1B,2B","21,22,294",N/A,NO,0,N/A,2708
-74.08165622,4.60112280099997,2662,544,2094,AK 14 X CL 10,SANTA FE,ACTROS,SENCILLA,SI,2001/01/15 00:00:00+00,PMT,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,2,"1A,2A,3,4","1B,2B","21,22,23,24,31,32",N/A,NO,0,N/A,2708
-74.11285904,4.63688357699999,2663,1623,2095,KR 65 X CL 17,PUENTE ARANDA,C900,SENCILLA,SI,2023/03/16 00:00:00+00,PMT,BT-TF,PROVISIONAL_PMT,"VEHICULAR, PEATONAL",8,8,3,"1,2,3,4",N/A,"21,22,23,34",N/A,NO,0,N/A,2408
-74.08467629,4.59703361599998,2664,563,2096,AK 14 X AC 6,SANTA FE,ACTROS,SENCILLA,SI,2000/12/19 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",25,25,4,"1A,2A,3A,4A,11A,93A","1B,2B,3B,4B,6B,7B,11B,91B,93B","21,22,23,24,31,32,33,34,293",N/A,NO,0,N/A,2743
-74.12936635,4.65824785900003,2665,1702,2097,AK 80 X CL 19A,FONTIBON,C900,SENCILLA,SI,2020/12/11 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",16,16,2,"1,2,3,4",N/A,"21,22,23,24,33,34","721, 722, 723, 724, 733, 734",NO,0,Fases por demanda peatonal sonoro,2434
-74.118813,4.62410999999997,2666,1763,2099,KR 60 X CL 4D,PUENTE ARANDA,C900,SENCILLA,SI,2024/11/01 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,3,"2,4",N/A,"22,24,32,34",N/A,NO,0,N/A,3508
-74.0688905,4.60352343400001,2667,340,2100,KR 4 X AC 19,SANTA FE,C900,SENCILLA,SI,1997/02/26 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL",15,15,3,"1,3,4",N/A,"21,23,24,31,33,34","721, 723, 724, 731, 733, 734",NO,0,Activación de sonoro,2708
-74.07020446,4.60444600599999,2668,375,2101,KR 5 X AC 19,SANTA FE,C900,SENCILLA,SI,1997/01/03 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,4,"1,3,4,8",N/A,"21,23,31,34",N/A,NO,0,N/A,2708
-74.07226647,4.605773,2669,419,2102,KR 8 X AC 19,SANTA FE,C900,DOBLE,SI,1995/04/10 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL",5,13,2,"1,4,13",N/A,"34,213",N/A,NO,0,N/A,2708
-74.07310837,4.60634321800001,2670,440,2102,KR 9 X AC 19,SANTA FE,NO,DOBLE,NO,1995/04/10 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,13,3,"2,3,7,14",N/A,"22,32,33,214",N/A,NO,0,"Brechas, Fases por demanda",2708
-74.08582301,4.616155107,2671,570,2103,AK 27 X AC 19,LOS MARTIRES,C900,SENCILLA,SI,1993/09/16 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",11,11,3,"1,2,3,4,6",N/A,"21,22,23,31,32,34",N/A,NO,0,"Conteo, Brechas, Cola, Fases por demanda",2701
-74.07907646,4.61064158300002,2672,532,2104,KR 17 X AC 19,LOS MARTIRES,C900,SENCILLA,SI,2005/06/20 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,4,"1,2,3,4,7,8",N/A,"21,22,23,24,33,34 (Reg)",N/A,NO,0,N/A,2708
-74.08366624,4.61436403300002,2673,558,2105,KR 22 X AC 19,LOS MARTIRES,C900,SENCILLA,SI,1996/03/15 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,4,"1,2,3,4,7,8",N/A,"21,22,24,31,32,33",N/A,NO,0,"Conteo, Brechas, Fases por demanda",2701
-74.0648119,4.59794003399998,2674,1462,2106,KR 5A Este X Instituto Roosevelt / U Distrital,SANTA FE,ACTROS,SENCILLA,SI,2016/08/20 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,EXCLUSIVA PEATONAL,3,3,2,1,N/A,21 (Exc),721,NO,0,Fases por demanda peatonal,2704
-74.0649896,4.61276829000002,2675,1396,2107,KR 3 X CL 26C,SANTA FE,ACTROS,SENCILLA,SI,2014/08/02 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,EXCLUSIVA PEATONAL,3,3,2,2,N/A,22,722,NO,0,Fases por demanda peatonal sonoro,2805
-74.06685723,4.60550776000002,2676,302,2108,KR 3 X CL 22,SANTA FE,C900,SENCILLA,SI,1996/04/24 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",13,13,3,"1A,2A,4,64","1B,2B","21,22,24,31,32,34,54",N/A,NO,0,N/A,2708
-74.06564877,4.644044173,2677,275,2076,AK 14 X AC 57,TEUSAQUILLO,C900,SENCILLA,SI,1997/06/12 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",13,13,2,"2A,3,4,791A","1B,2B","22,23,24,31","722, 723, 731",NO,0,"Conteo, Brechas, Fases por demanda peatonal sonoro",2809
-74.06602275,4.64187045,2678,284,2077,AK 14 X CL 54A,TEUSAQUILLO,NO,TRIPLE,NO,2000/12/28 00:00:00+00,PMT,R-TA,DEFINITIVA,EXCLUSIVA PEATONAL,5,22,2,1A,"1B,12B","21,212",N/A,NO,0,N/A,2809
-74.06628875,4.64036914399998,2679,290,2077,AK 14 X AC 53,TEUSAQUILLO,C900,TRIPLE,SI,2000/12/28 00:00:00+00,PMT,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",10,22,2,"2A,13,4","2B,11B","24,211,213,32,313",N/A,NO,0,"Conteo, Brechas, Cola - Siguiente Intersección, Activación de sonoro",2809
-74.067336,4.640512,2680,1835,2077,KR 15 X AC 53,TEUSAQUILLO,NO,TRIPLE,NO,2024/07/04 00:00:00+00,PMT,R-TA,PROVISIONAL_PMT,"VEHICULAR, PEATONAL",7,22,2,"1C,3,14",N/A,"21C,23,31C,314",N/A,NO,0,N/A,2809
-74.06697745,4.63642762000001,2681,305,2078,AK 14 X CL 49,TEUSAQUILLO,C900,SENCILLA,SI,1987/04/24 00:00:00+00,PMT,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,2,4,"1B,2B","21,24,32,34",N/A,NO,0,N/A,2809
-74.06768514,4.63250875699998,2682,321,2079,AK 14 X AC 45,TEUSAQUILLO,C900,DOBLE,SI,1997/04/10 00:00:00+00,PMT,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL",11,18,2,"4,13,92","1B,2B","22,24,213,31,313,34",N/A,NO,0,"Conteo, Brechas, Cola - Siguiente Intersección",2809
-74.068728,4.63266199999998,2683,1837,2079,KR 15 X CL 45,TEUSAQUILLO,NO,DOBLE,NO,2024/07/05 00:00:00+00,PMT,R-TF,PROVISIONAL_PMT,"VEHICULAR, PEATONAL",7,18,2,"1C,3,14",N/A,"21C,23,31C,314",N/A,NO,0,N/A,2809
-74.06851211,4.627916336,2684,334,2080,AK 14 X DG 40A,SANTA FE,C900,SENCILLA,SI,1997/05/01 00:00:00+00,PMT,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",18,18,2,"1A,2A,3,4","1B,2B","21,22,23,24,31,32,33,34","722,731","43, 44",0," Brechas, Activación de sonoro, fases por demanda peatonal sonoro",2807
-74.06944049,4.62274040800003,2685,356,2081,AK 14 X AC 34,SANTA FE,C900,SENCILLA,SI,1998/01/06 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,2,"2A,3","1B,2B","22,23,31,33",N/A,NO,0,"Conteo, Brechas, Cola - Siguiente Intersección",2813
-74.0702386,4.62031452899998,2686,374,2082,AK 14 X AC 32,SANTA FE,C900,DOBLE,SI,2005/06/06 00:00:00+00,PMT,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",10,23,2,"3,14","1B,2B","21,23,214,32",N/A,"43,414",0,Activación de sonoro,2813
-74.06958742,4.619665473,2687,1180,2082,KR 13A X CL 32,SANTA FE,NO,DOBLE,NO,2010/03/01 00:00:00+00,PMT,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",13,23,3,"1C,4,13",N/A,"21C,24,31C,213","721C,724,731C,7213","44,413",0,"Activación de sonoro, Fases por demanda peatonal sonoro",2813
-74.0717033,4.61757736700002,2688,405,2083,AK 14 X DG 30,SANTA FE,C900,SENCILLA,SI,2001/01/15 00:00:00+00,PMT,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",11,11,2,"1A,2A,4","1B,2B","21,24,32,34","724, 734 Desconectados",NO,0,Brechas,2807
-74.07425928,4.61258797599999,2689,468,2084,AK 14 X CL 24,SANTA FE,ACTROS,SENCILLA,SI,2001/01/15 00:00:00+00,PMT,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,2,"2A,3","1B,2B","22,31",N/A,NO,0,N/A,2708
-74.06887674,4.62585268999999,2690,343,2085,AK 14 X CL 37,SANTA FE,C900,SENCILLA,SI,2000/12/15 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",5,5,2,"1A,2A","1B,2B","21,22",N/A,NO,0,N/A,2813
-74.07522595,4.61064725599999,2691,487,2086,AK 14 X CL 22,SANTA FE,ACTROS,SENCILLA,SI,1993/12/01 00:00:00+00,NORMAL,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL",9,9,2,"1A,2A,4","1B,2B","21,24,32,34",N/A,NO,0,N/A,2708
-74.07627105,4.60870436200003,2692,501,2088,AK 14 X AC 19,SANTA FE,ACTROS,SENCILLA,SI,1978/08/29 00:00:00+00,PMT,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,2,"1A,2A,3,4","1B,2B","21,22,23,31,32,34",N/A,NO,0,"Conteo, Brechas, Cola - Siguiente Intersección",2708
-74.06133416,4.60282014400002,2693,210,2089,CL 22 X FUNICULAR,CANDELARIA,NO,DOBLE,NO,1989/05/16 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",9,15,3,"4,5,13,91",N/A,"25,34,213",N/A,NO,0,Fases por demanda peatonal sonoro,2704
-74.06233801,4.60329467899999,2694,225,2089,KR 1 ESTE X CL 22,CANDELARIA,ACTROS,DOBLE,SI,1989/05/16 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,15,2,"3,3A,8,14",N/A,"23A,214","734, 7213",NO,0,N/A,2704
-74.0729743,4.60933257599999,2695,438,2043,KR 12 X CL 22,SANTA FE,NO,DOBLE,NO,1995/04/10 00:00:00+00,NORMAL,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,17,3,"2,14",N/A,"22,214,32,314",N/A,NO,0,N/A,2708
-74.07446222,4.60731868699997,2696,475,2044,KR 12 X AC 19,SANTA FE,C900,SENCILLA,SI,1997/05/23 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,3,"2,3,4",N/A,"22,23,32,34",N/A,NO,0,N/A,2708
-74.07949567,4.595386099,2697,949,2045,KR 9 X CL 7,CANDELARIA,ACTROS,SENCILLA,SI,1995/04/10 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",9,9,3,"1,3,4",N/A,"21,23,24,31,33,34",N/A,NO,0,Fases por demanda vehicular,3607
-74.151134,4.652963,2698,769,2046,AK 89 X CL 10,KENNEDY,C900,SENCILLA,SI,2023/08/15 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",18,18,2,"1,2,3,4",N/A,"21,22,23,24,31,32","721, 722, 723, 724, 731, 732","41, 42",0,Activación de sonoro,2437
-74.06784141,4.606169034,2699,1521,2047,KR 4 X CL 22,SANTA FE,C900,SENCILLA,SI,2017/05/11 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",9,9,3,"1,4",N/A,"21,24,31,34","721, 724, 734",NO,0,Activación de sonoro,2708
-74.07274932,4.63743660799997,2700,431,2048,KR 21 X CL 49,TEUSAQUILLO,C900,SENCILLA,SI,1998/06/28 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,2,"1,2,4",N/A,"21,24,24A,32",N/A,NO,0,N/A,2811
-74.06234689,4.63560194299998,2701,224,2049,TV 3 X CL 49,CHAPINERO,ACTROS,DOBLE,SI,2003/12/12 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",3,3,3,"1,4",N/A,31,N/A,NO,0,N/A,2810
-74.06200576,4.63645288599997,2702,1508,2049,TV 3 X CL 51,CHAPINERO,NO,DOBLE,NO,2021/06/17 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,12,4,"1,3,4A",N/A,"21, 23, 24A, 31",N/A,NO,0,N/A,2810
-74.06542555,4.63814953500003,2703,1279,2050,KR 13 X CL 51,CHAPINERO,ACTROS,SENCILLA,SI,2012/10/31 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL",9,9,3,"1,4,91",N/A,"21,24,34","721, 724, 734",NO,0,"Conteo, Brechas, Activación de sonoro",2809
-74.06353364,4.649431596,2704,244,2051,KR 13 X AC 63,CHAPINERO,ACTROS,SENCILLA,SI,1997/04/05 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,3,"1,3,5",N/A,"21,23,33",N/A,NO,0,N/A,1913
-74.06398025,4.64679215899997,2705,252,2052,KR 13 X CL 60,CHAPINERO,ACTROS,SENCILLA,SI,1993/07/03 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,4,2,"1,4",N/A,"21,24",N/A,NO,0,N/A,2809
-74.06223761,4.64593823799999,2706,222,2053,KR 9 X CL 60,CHAPINERO,C900,SENCILLA,SI,2004/10/22 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,4,2,"2,4",N/A,"22,24",N/A,NO,0,N/A,2810
-74.0644631,4.64389470499998,2707,260,2054,KR 13 X CL 57,CHAPINERO,ACTROS,SENCILLA,SI,1993/07/02 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,3,"1,3,4",N/A,"21,23,24",N/A,NO,0,N/A,2809
-74.06508574,4.64017506900001,2708,267,2055,KR 13 X AC 53,CHAPINERO,ACTROS,SENCILLA,SI,1983/11/13 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",10,10,3,"1,3,4,91",N/A,"21,23,24,33",722,NO,0,"Conteo, Brechas, Activación de sonoro",2809
-74.06558198,4.63719399199999,2709,274,2056,KR 13 X CL 50,CHAPINERO,NO,DOBLE,NO,1993/03/08 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,8,2,"1,3",N/A,"21,23",N/A,NO,0,N/A,2809
-74.06572995,4.63623186500001,2710,279,2056,KR 13 X CL 49,CHAPINERO,ACTROS,DOBLE,SI,1993/03/08 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,8,2,"4,11",N/A,"24,211",N/A,NO,0,N/A,2809
-74.06607418,4.634205447,2711,286,2057,KR 13 X CL 47,CHAPINERO,ACTROS,DOBLE,SI,1987/09/09 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL",4,10,2,"1,4A",N/A,"21,24A",N/A,NO,0,"Brechas, Fases por demanda",2809
-74.06626715,4.63311596900002,2712,291,2057,KR 13 X CL 46,CHAPINERO,NO,DOBLE,NO,1987/09/09 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,10,3,"4,11,93",N/A,"24,211,293",N/A,NO,0,"Brechas, Fases por demanda",2809
-74.06643042,4.632179624,2713,293,2058,KR 13 X AC 45,CHAPINERO,C900,SENCILLA,SI,1988/06/30 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",15,15,3,"1,3,4",N/A,"21,23,24,31,33,34","721, 723, 724, 731, 733, 734",NO,0,"Conteo, Brechas, Cola - Siguiente Intersección, Activación de sonoro",2809
