X,Y,OBJECTID,ID,EXTERNO,DIRECCION,LOCALIDAD,EQUIPO,NUMEROINTERSECCIONES_POREQUIPO,UBICACIONEQUIPO,FECHAINSTALACION,OPERACIONACTUAL,FUNCIONAMIENTO,IMPLEMENTACION,TIPOINTERSECCION,GRUPOSENALES,TOTALGRUPOSENALES,NUMEROFASES,GRUPOSVEHICULARES,GRUPOS_BRT,GRUPOSPEATONALES,GRUPOSSONOROS,GRUPOSCICLISTAS,CANTIDADCONTADORES,FUNCIONDETECTORES,ZONAAUTOMATICA
-74.10673394,4.50661737199999,5057,1459,3861,KR 4E X CL 84 S,USME,C900,SENCILLA,SI,2017/05/12 00:00:00+00,NORMAL,R-TA,DEFINITIVA,EXCLUSIVA PEATONAL,6,6,2,"3,4",N/A,"23,24 ",724,NO,0,N/A,3626
-74.09445792,4.59558419699999,5058,1303,3862,TV 20 X CL 1F,LOS MARTIRES,C900,DOBLE,SI,2013/04/13 00:00:00+00,PMT,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,12,3,"2,6, 14",N/A,"22,26,32, 214",N/A,NO,0,N/A,3623
-74.094026,4.59524299999998,5059,1906,3862,KR 19D X CL 1F,LOS MARTIRES,NO,DOBLE,NO,2025/03/29 00:00:00+00,NORMAL,RP-TF,PROVISIONAL_PMT,"VEHICULAR, PEATONAL",5,12,2,"1,4",N/A,"21,24, 31",N/A,NO,0,N/A,3623
-74.09321432,4.596650813,5060,1304,3863,TV 20 X CL 2,LOS MARTIRES,C900,SENCILLA,SI,2013/04/13 00:00:00+00,PMT,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,3,"1,2,3",N/A,"22,23,31,33",N/A,NO,0,N/A,3623
-74.09195169,4.59748563699998,5061,1306,3864,TV 20 X CL 3,LOS MARTIRES,C900,SENCILLA,SI,2013/04/22 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",10,10,3,"2,3,4,92",N/A,"22,23,24,31,32,33,34",N/A,NO,0,N/A,3623
-74.09604022,4.59588866799999,5062,986,3865,KR 24 X CL 1F,LOS MARTIRES,C900,SENCILLA,SI,2006/02/17 00:00:00+00,PMT,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",5,5,3,"3,12",N/A,"23,212,33 (Reg)",N/A,NO,0,N/A,3623
-74.09683226,4.596129701,5063,989,3866,KR 24B X CL 1F,LOS MARTIRES,C900,SENCILLA,SI,1993/07/07 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,4,2,"1,3",N/A,"21,23",N/A,NO,0,N/A,3623
-74.12343887,4.61860350299997,5064,1612,3028,KR 60 X DG 2,PUENTE ARANDA,C900,SENCILLA,SI,2020/09/01 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,3,"2,3,4,7",N/A,"22,23,24,32",N/A,NO,0,N/A,3508
-74.18908217,4.62299288600002,5065,938,3029,KR 87C Y TV 87C X CL 59C S,BOSA,C900,SENCILLA,SI,2006/09/12 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",18,18,3,"1,2,3,4",N/A,"21,22,23,24,33,34","721, 722, 723, 724, 733, 734","43,44",0,N/A,3422
-74.18804554,4.621518815,5066,1729,3030,TV 87 BIS A X CL 59 C S,BOSA,C900,SENCILLA,SI,2021/01/05 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",18,18,3,"1,2,3,4",N/A,"21,22,23,24,33,34","721, 722, 723, 724, 733, 734","43,44",0,N/A,3422
-74.19382893,4.62732604299998,5067,1734,3031,KR 89 X AC 59C SUR,BOSA,C900,SENCILLA,SI,2022/02/21 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",8,8,2,"3,4",N/A,"24,23","723,724","43,44",0,"Fase por demanda peatonal, Fases por demanda pearonal sonoro",3422
-74.19005115,4.62388374900002,5068,1735,3033,KR 87H X AC 59C SUR,BOSA,C900,SENCILLA,SI,2022/02/21 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",8,8,2,"3,4",N/A,"24,23",725,"43,44",0,Fase por demanda peatonal,3422
-74.07139444,4.58978202999998,5069,1199,3034,KR 3 ESTE X CL 6,CANDELARIA,ACTROS,SENCILLA,SI,2016/12/19 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",14,14,4,"1,2,3,4,5,93",N/A,"21,22,23,24,31,32,34,293",N/A,NO,0,N/A,3607
-74.07342691,4.59017329199997,5070,1200,3035,KR 2 X CL 6,CANDELARIA,ACTROS,SENCILLA,SI,2010/06/04 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",9,9,3,"1,2,3,4,91",N/A,"21,23,34,291",N/A,NO,0,N/A,3607
-74.07650828,4.58996941599997,5071,1198,3036,KR 4 X CL 6,SANTA FE,ACTROS,SENCILLA,SI,2010/06/03 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,2,"1,3,4",N/A,"21,23,34",N/A,NO,0,Brechas,3607
-74.0889137,4.59728277200003,5072,1188,3037,AK 18 X DG 4A,LOS MARTIRES,C900,DOBLE,SI,2010/03/13 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,8,2,"1,4A",N/A,"21,24A",N/A,NO,0,N/A,3623
-74.08939199,4.596032138,5073,1189,3037,KR 18 X CL 3,LOS MARTIRES,NO,DOBLE,NO,2010/03/13 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,8,2,"4,11",N/A,"24,211",N/A,NO,0,N/A,3623
-74.13654146,4.62699980299999,5074,1351,3381,KR 71D X CL 4,KENNEDY,NO,DOBLE,NO,2015/10/28 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",10,20,3,"2,3A,4,11",N/A,"22,23A,24,311",N/A,"42,411",0,N/A,3523
-74.13640902,4.62834484799998,5075,1352,3381,KR 71D X CL 5A,KENNEDY,C900,DOBLE,SI,2015/10/28 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",10,20,3,"1,3,4A,12",N/A,"21,23,24A,312",N/A,"41,412",0,N/A,3523
-74.09948764,4.58420576700001,5076,1478,3382,KR 16 X CL 17 S,ANTONIO NARINO,C900,SENCILLA,SI,2016/12/01 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",7,7,2,"1,4",N/A,"21,24,31",N/A,"41,42",0,N/A,3605
-74.12780198,4.58489320699999,5077,1472,3383,KR 29 X CL 44 S,RAFAEL URIBE,C900,SENCILLA,SI,2017/05/20 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",10,10,3,"1,2,3,4",N/A,"21,22,23,24,33,34",N/A,NO,0,N/A,3524
-74.14759982,4.60912643799998,5078,1317,3384,KR 72K X CL 40 S Y CL 39B S,KENNEDY,ACTROS,SENCILLA,SI,2013/09/27 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,4,"2,3,4,4A,7",N/A,"22,24,24A",N/A,NO,0,Brechas,3520
-74.14455632,4.60789329800002,5079,845,3385,KR 72H X CL 39B S,KENNEDY,NO,DOBLE,NO,2006/11/21 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",9,18,4,"1,3,4A,12,63",N/A,"21,23,24A,212",N/A,NO,0,N/A,3520
-74.14570007,4.60641897800002,5080,851,3385,KR 72H Y KR 72G X CL 40 S,KENNEDY,ACTROS,DOBLE,SI,2006/11/21 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",9,18,3,"2,3A,4,11,611",N/A,"22,23A,24,211",N/A,NO,0,N/A,3520
-74.09980932,4.57945191099998,5081,999,3386,KR 12D X CL 22 S,ANTONIO NARINO,C900,SENCILLA,SI,1998/01/15 00:00:00+00,Desvío - PMT,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",14,14,2,"1,2,3,4,13,14",N/A,"21,22,23,24,31,32,313,314 (Reg)",N/A,NO,0,Cola - Siguiente Intersección,3605
-74.10367506,4.58257078299999,5082,1016,3388,KR 18 X CL 22 S,ANTONIO NARINO,NO,DOBLE,NO,1990/11/04 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL",9,24,4,"2,4,13",N/A,"22,24,213,32,34,313","722, 724, 7213, 732, 734, 7313",NO,0,"Cola - Siguiente Intersección, Activación de sonoro",3605
-74.10415684,4.58321771499999,5083,1017,3388,KR 19 X CL 22 S,ANTONIO NARINO,C900,DOBLE,SI,1990/11/04 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL",9,24,4,"1,3,3A,14",N/A,"21,23,23A,31,314",N/A,NO,0,"Brechas, Fases por demanda",3605
-74.15980243,4.615848513,5084,892,3468,TV 78H X CL 42 S,KENNEDY,ACTROS,SENCILLA,SI,1988/02/26 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,3,"1,2,3,4",N/A,"21,22,24,33",N/A,NO,0,N/A,3531
-74.16259381,4.615181699,5085,901,3469,TV 78H X AC 43 S,KENNEDY,ACTROS,SENCILLA,SI,1988/02/26 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",17,17,4,"1,2,3,4,5,6,92,93",N/A,"22,24,31,33,34,292",N/A,NO,0,N/A,3531
-74.14638795,4.6240861,5086,854,3470,KR 75 X CL 26 S,KENNEDY,C900,SENCILLA,SI,1994/11/21 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,3,"1,3,4,7",N/A,"21,23,34",N/A,NO,0,N/A,3528
-74.14548039,4.62324655800001,5087,850,3471,KR 73D X CL 26 S,KENNEDY,C900,SENCILLA,SI,1994/11/21 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",10,10,2,"3,4,6,92",N/A,"24,26,292,33",N/A,"43,44",0,N/A,3528
-74.14431594,4.62219292999998,5088,843,3472,KR 73B BIS X CL 26 S,KENNEDY,C900,SENCILLA,SI,1993/12/10 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,3,"3,4,5,7,91",N/A,"23,25,37",N/A,NO,0,N/A,3528
-74.14713739,4.62141176699998,5089,856,3473,KR 73D X CL 35B S,KENNEDY,C900,SENCILLA,SI,1998/01/17 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,4,2,"2,7",N/A,"22,27",N/A,NO,0,N/A,3528
-74.14593671,4.62735558899999,5090,852,3474,KR 78B X CL 3,KENNEDY,C900,SENCILLA,SI,1998/01/29 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",5,5,4,"2,3,4",N/A,"22,24",N/A,NO,0,N/A,3528
-74.16298502,4.634546994,5091,902,3475,AK 86 X CL 38 S Y DG 38 S,KENNEDY,C900,DOBLE,SI,2002/11/10 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",13,16,3,"2A,4,7","2B,11B","22,24,27,34, 311",N/A,"41,42",0,N/A,3405
-74.161518,4.63585799999998,5092,1887,3475,AK 86 X CL 34A S,KENNEDY,NO,DOBLE,NO,2025/03/14 00:00:00+00,PMT,BT-TF,PROVISIONAL_PMT,EXCLUSIVA VEHICULAR,3,16,2,12A,"1B, 12B",N/A,N/A,NO,0,N/A,3405
-74.15634601,4.64053608500001,5093,885,3476,AK 86 X DG 3,KENNEDY,C900,SENCILLA,SI,2004/07/23 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",19,19,4,"1A,2A,3,4A,12,14A,112,114A","1B, 2B,4B,92B,93B","21A, 24A,24B,33A,33B,2112, 2114A",N/A,NO,0,N/A,3405
-74.09918444,4.59737868899998,5094,665,3867,KR 26 X CL 1F,LOS MARTIRES,C900,DOBLE,SI,1994/02/16 00:00:00+00,PMT,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,8,2,"2,13",N/A,"22,213",N/A,NO,0,N/A,3623
-74.10032091,4.59827287500002,5095,672,3867,AK 27 X CL 1F,LOS MARTIRES,NO,DOBLE,NO,1994/02/16 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,8,2,"1,3",N/A,"21,23",N/A,NO,0,N/A,3623
-74.09597953,4.59399970700002,5096,984,3868,TV 22 X CL 1,LOS MARTIRES,NO,SENCILLA,SI,2004/03/31 00:00:00+00,PMT,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,2,"2, 12,94",N/A,"22,212,294",N/A,NO,0,"Conteo, Brechas",3623
-74.10045044,4.595754903,5097,1004,3869,KR 26 X CL 1B,LOS MARTIRES,ACTROS,SENCILLA,SI,1998/04/28 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,4,2,"2,4",N/A,"22,24",N/A,NO,0,N/A,3623
-74.16336988,4.62239013999999,5098,903,3870,AK 80 X CL 42A S,KENNEDY,ACTROS,DOBLE,SI,2008/04/16 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",9,16,4,"1,2,13,4,5",N/A,"21,23,24,32",N/A,NO,0,"Conteo, Brechas, Fases por demanda",3509
-74.164113,4.62378899999999,5099,1000,3870,KR 80F X CL 42A S,KENNEDY,NO,DOBLE,NO,2024/09/02 00:00:00+00,NORMAL,R-TA,PROVISIONAL_PMT,"VEHICULAR, PEATONAL",7,16,4,"1A,2A,3,14",N/A,"21A,22A,214",N/A,NO,0,N/A,3509
-74.15472154,4.63148828999999,5100,884,3871,AK 80 X CL 26 S,KENNEDY,ACTROS,SENCILLA,SI,2008/04/16 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,3,"1,2,3,3A,13",N/A,"22,31",N/A,NO,0,"Conteo, Brechas, Fases por demanda",3509
-74.15810525,4.62755540199998,5101,1169,3872,AK 80 X CL 38 S,KENNEDY,NO,DOBLE,NO,2009/12/23 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",5,13,2,"2,6,11",N/A,"32,211",N/A,NO,0,N/A,3509
-74.15707051,4.62867703500001,5102,1170,3872,AK 80 X CL 36 S,KENNEDY,ACTROS,DOBLE,SI,2009/12/23 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,13,3,"1,12,4,7",N/A,"24,27,31,212",N/A,NO,0,"Conteo, Cola - Siguiente Intersección",3509
-74.15885025,4.626721213,5103,1168,3873,AK 80 X CL 38C S,KENNEDY,ACTROS,SENCILLA,SI,2009/12/11 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,3,"1,2,4,5",N/A,"21,24,32,35",N/A,NO,0,"Conteo, Brechas",3509
-74.15252998,4.62967848400001,5104,1289,3874,KR 79A X CL 26 S,KENNEDY,C900,SENCILLA,SI,2012/12/21 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",14,14,4,"1,2,3,4,93,94",N/A,"21,22,23,24,33,34",N/A,"43, 44",0,N/A,3528
-74.07734623,4.59012093199999,5105,1181,3038,KR 5 X CL 6,SANTA FE,NO,DOBLE,NO,2010/03/17 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,14,3,"1,3,8,14",N/A,"21,23,34",N/A,NO,0,"Brechas, Fases por demanda",3607
-74.07862085,4.59035527399999,5106,1182,3038,KR 6 X CL 6,SANTA FE,ACTROS,DOBLE,SI,2010/03/17 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,14,3,"2,4,7,13",N/A,"22,24,313",N/A,NO,0,"Brechas, Fases por demanda",3607
-74.07955841,4.590795722,5107,1183,3039,KR 7 X CL 6,SANTA FE,ACTROS,DOBLE,SI,2010/03/17 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",7,15,3,"2,4,7,13",N/A,"22,24,313",N/A,42,0,"Brechas, Fases por demanda",3607
-74.08046481,4.59145357099999,5108,1184,3039,KR 8 X CL 6,SANTA FE,NO,DOBLE,NO,2010/03/17 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,15,3,"1,3,8,14",N/A,"21,23,314",N/A,41,0,"Brechas, Fases por demanda",3607
-74.08366924,4.59122389800001,5109,955,3041,AK 10 X CL 2,SANTA FE,C900,SENCILLA,SI,1993/10/14 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,3,"1A,2A,3","1B,2B","22,23,31",N/A,NO,0,"Conteo, Cola - Siguiente Intersección",3606
-74.08490205,4.58932954699998,5110,956,3042,AK 10 X CL 1,SANTA FE,ACTROS,SENCILLA,SI,2004/07/01 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",15,15,3,"1A,2A,3,4,7","1B,2B","21,22,23,24,31,32,33,34",N/A,NO,0,"Conteo, Brechas",3606
-74.08179347,4.58658694600001,5111,953,3043,KR 7 X CL 1,SANTA FE,NO,DOBLE,NO,1989/09/13 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",7,13,2,"2,4,6",N/A,"22,24,32",N/A,42,0,Brechas,3607
-74.08293369,4.58741226900003,5112,954,3043,KR 8 X CL 1,SANTA FE,ACTROS,DOBLE,SI,1989/09/13 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,13,2,"1,14",N/A,"21,31,214,314",N/A,NO,0,Brechas,3607
-74.148303,4.56797999999998,5113,1039,3044,KR 23C X CL 64 SUR,CIUDAD BOLIVAR,C900,SENCILLA,SI,2025/03/27 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,4,"1,2,3,4",N/A,"22, 23",N/A,NO,0,N/A,3510
-74.08651635,4.58689099499998,5114,1272,3045,AK 10 X CL 2 S,ANTONIO NARINO,ACTROS,SENCILLA,SI,2012/09/15 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",13,13,3,"1A,2A,7","1B,2B","21,22,27,31,32","722, 727, 731",NO,0,"Conteo, Brechas, Activación de sonoro",3606
-74.13357562,4.62738610500003,5115,1350,3389,KR 71A X CL 5,KENNEDY,C900,SENCILLA,SI,2014/11/14 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",7,10,8,"1,4",N/A,"21,24,34",721.724.734,41.42,0,Activación de sonoro,3523
-74.11346927,4.59614931800002,5116,1038,3390,TV 31 X AC 26 S,PUENTE ARANDA,C900,SENCILLA,SI,1997/12/16 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",13,13,3,"1A,2A,3,4,8","1B,2B","21,22,23,24,31,32",N/A,NO,0,"Conteo, Brechas, Cola - Siguiente Intersección",3622
-74.11682416,4.59505635400001,5117,1046,3391,TV 35 X CL 29A S,PUENTE ARANDA,C900,DOBLE,SI,1998/03/03 00:00:00+00,PMT,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",14,26,3,"1A,2A,13,4","1B,2B","24,213,21A,22A,31,32,34,313",N/A,NO,0,"Conteo, Brechas",3622
-74.117017,4.595798,5118,1867,3391,TV 35 BIS X CL 29A S,PUENTE ARANDA,NO,DOBLE,NO,2024/10/11 00:00:00+00,NORMAL,BT-TA,PROVISIONAL_PMT,"VEHICULAR, PEATONAL",12,26,5,"1,2,3,14",N/A,"21,22,23,214,33,314",N/A,44,0,N/A,3622
-74.13746136,4.61754507400002,5119,830,3392,KR 71D X CL 8 S,KENNEDY,C900,DOBLE,SI,1998/03/03 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,9,3,"4,91",N/A,"21A,24,291,34",N/A,NO,0,N/A,3523
-74.138167,4.61748799999998,5120,1875,3392,AC 26 SUR X CL 8 SUR,KENNEDY,NO,DOBLE,NO,2024/12/14 00:00:00+00,PMT,BT-TF,PROVISIONAL_PMT,"VEHICULAR, PEATONAL",3,9,2,"4A,14",N/A,214,N/A,NO,0,N/A,3523
-74.13378613,4.62536536900001,5121,812,3393,KR 71A X AC 3,KENNEDY,C900,SENCILLA,SI,1997/07/13 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",10,13,3,"3,5,92",N/A,"21,23,292,33","723, 7292, 733","41,42,43",0,Fases por demanda peatonal sonoro,3523
-74.13667615,4.62565165799998,5122,825,3394,KR 71D X AC 3,KENNEDY,C900,SENCILLA,SI,1996/06/08 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",12,12,3,"1,2,3",N/A,"21,22,23,31,32,33 ",N/A,"41, 42, 43",0,N/A,3523
-74.13825264,4.625805399,5123,831,3395,AK 72 X AC 3,KENNEDY,C900,SENCILLA,SI,1990/02/28 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,2,"1,2,3",N/A,"22,23,31,33",N/A,NO,0,"Conteo, Brechas, Cola - Siguiente Intersección",3507
-74.13719203,4.62042370299997,5124,828,3396,KR 71D X CL 3 S,KENNEDY,C900,SENCILLA,SI,2004/10/21 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",9,9,3,"1,2,5,92",N/A,"21,22,35",N/A,44.45,0,Fases por demanda peatonal,3523
-74.15353,4.63565496500001,5125,879,3477,AK 80G X DG 3,KENNEDY,C900,SENCILLA,SI,2003/12/11 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,3,"2,3A,4A,91,92,93","3B,4B","22,291,292,293",N/A,NO,0,N/A,3426
-74.16448772,4.614513891,5126,907,3478,TV 78H X CL 45 S,KENNEDY,ACTROS,SENCILLA,SI,1997/12/05 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,5,"1,2,3,3A,4,7,8",N/A,"21,22,24,33,63",N/A,NO,0,"Conteo, Brechas, Fases por demanda, Fases por demanda peatonal",3527
-74.14527281,4.62671753699999,5127,849,3479,KR 78 X CL 3,KENNEDY,C900,SENCILLA,SI,2000/06/08 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,3,"1,2,3,6,93",N/A,"21,23",N/A,NO,0,N/A,3528
-74.14820251,4.62972613199997,5128,859,3480,KR 78K X CL 3,KENNEDY,ACTROS,SENCILLA,SI,2000/06/08 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",11,11,3,"1,2,3,7,93,94",N/A,"22,31,33,293,294",N/A,NO,0,N/A,3528
-74.15250888,4.631655341,5129,869,3481,DG 2 X KR 79C BIS,KENNEDY,ACTROS,SENCILLA,SI,2003/05/06 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",4,4,2,"3,4",N/A,"23,24",N/A,NO,0,Fases por demanda peatonal,3509
-74.16395806,4.63583101099999,5130,905,3482,KR 86F X CL 38 S,KENNEDY,C900,SENCILLA,SI,2004/09/09 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",5,5,3,"1,3,4",N/A,"21,23",N/A,NO,0,Cola - Siguiente Intersección,3405
-74.15754574,4.61624170099998,5131,888,3483,TV 78H X CL 41B S,KENNEDY,ACTROS,SENCILLA,SI,2004/06/17 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,3,"2,3,4,8",N/A,"22,24,33",N/A,NO,0,Fases por demanda peatonal,3531
-74.16005897,4.62066579399999,5132,893,3484,KR 79 X CL 41D S,KENNEDY,C900,DOBLE,SI,1994/11/23 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",5,10,3,"1,12,4A",N/A,"21,24A",N/A,NO,0,N/A,3528
-74.1611276,4.62001830000003,5133,895,3484,KR 79 X CL 42 S,KENNEDY,NO,DOBLE,NO,1994/11/23 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",5,10,3,"11,2,4",N/A,"211,24",N/A,NO,0,N/A,3528
-74.17635353,4.61301833599998,5134,923,3485,AK 80 X CL 57A S,KENNEDY,ACTROS,SENCILLA,SI,1993/12/03 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,3,"1,2,4,5",N/A,"22,24,31",N/A,NO,0,"Conteo, Brechas, Fases por demanda, Fases por demanda peatonal",3527
-74.11436927,4.50959894300001,5135,1480,3875,AK 14 X CL 81 S,USME,C900,SENCILLA,SI,2017/06/14 00:00:00+00,NORMAL,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,4,"1,2,3,4,5",N/A,"21,22,24",N/A,NO,0,N/A,3626
-74.15598412,4.58369692600002,5136,1619,3876,TV 64 X CL 59C SUR,CIUDAD BOLIVAR,ACTROS,SENCILLA,SI,2018/12/27 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL",10,16,3,"1,2,6,7",N/A,"21,22,27,31,32,36","721, 722, 727, 731, 732, 736",NO,0,Activación de sonoro,3510
-74.17859497,4.631673444,5137,1460,3908,KR 88C X CL 49 S,BOSA,C900,SENCILLA,SI,2017/04/12 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",10,10,4,"1,2,3,4",N/A,"21,22,23,24",N/A,45.494,0,N/A,3422
-74.18625311,4.611551609,5138,1311,3909,KR 81B X CL 63 S,BOSA,C900,SENCILLA,SI,2013/08/26 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,EXCLUSIVA PEATONAL,3,3,2,"1,2",N/A,22 (Exc),N/A,NO,0,N/A,3420
-74.18502672,4.607949244,5139,934,3910,KR 80C X CL 65 S,BOSA,ACTROS,SENCILLA,SI,1998/04/28 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,4,"1,3,5,92",N/A,"31,33",N/A,NO,0,N/A,3419
-74.19180044,4.62590465800002,5140,940,3911,KR 88C X CL 59C S,BOSA,C900,SENCILLA,SI,2006/10/10 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",11,11,3,"1,3,4",N/A,"21,23,24,31,34,33","721, 723, 724, 731, 734, 733","43,44",0,N/A,3422
-74.19030309,4.622602293,5141,939,3912,KR 87C X CL 62 S,BOSA,C900,SENCILLA,SI,2006/09/12 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,23,4,"2,3A,4,11",N/A,"22,24,23A",N/A,NO,0,N/A,3422
